0.025758,0.026003,0.019496,0.021967,0.023358,0.020745,0.034629,0.023588,0.018917,0.028155
0.026945,0.028474,0.030324,0.035356,0.029155,0.028912,0.042342,0.026803,0.023905,0.049684
0.045578,0.096517,0.041895,0.049001,0.054063,0.077641,0.058432,0.033892,0.072589,0.080215
0.023213,0.062904,0.02246,0.026225,0.024959,0.04413,0.066235,0.028467,0.029521,0.063026
0.065325,0.23975,0.074609,0.078894,0.1049,0.14539,0.090109,0.055688,0.12977,0.16266
0.30992,0.45973,0.20883,0.24354,0.2946,0.30074,0.15638,0.23048,0.32631,0.23804
0.42139,0.51798,0.27199,0.33838,0.37435,0.36644,0.18995,0.32343,0.40178,0.25623
0.42732,0.52984,0.2986,0.3872,0.40687,0.40055,0.20523,0.34144,0.42118,0.26039
0.42754,0.53123,0.31402,0.41879,0.42659,0.42176,0.21401,0.34925,0.42854,0.26023
0.36525,0.42374,0.28891,0.44525,0.42511,0.43038,0.20532,0.28697,0.3398,0.20602
0.046514,0.047571,0.057501,0.24864,0.14433,0.21653,0.10943,0.042226,0.041793,0.031692
0.014279,0.014699,0.020529,0.12674,0.041959,0.10656,0.091006,0.027646,0.011748,0.017666
