B,BSMlat,BSMlon,SMC,Cab,Cca,Cant,Cdm,Cw,Cs,N,LAI,LIDFa,LIDFb
0.200679654604945,34.7490600086078,50.9632630398031,50.4101321374896,25.5760248448655,19.1477864089672,2.73051363667566,0.00926978180049429,0.0677015923068993,0.466141679906853,1.92313064523757,2.65177769292771,0.127646785923634,0.608919730302415
0.449168818516293,30.7416270109809,46.269674384252,43.5273892456448,91.2434251931132,11.2848762826436,0.518315845526777,0.00705122935681215,0.0903912426298808,0.744394013403939,2.62413282164043,3.89261245557068,0.160340650673529,-0.391415304140985
0.0745017920929725,38.8806069463707,51.5551941677297,41.7138576015244,45.2928483282434,13.4405569778976,4.29651092949991,0.00939600095816494,0.159915493463305,0.475712852319009,2.69576143801317,0.184378009106646,0.333032955986932,0.294199859070498
0.161373226068912,20.6261943515606,59.7942221149191,49.7532054894126,37.0826596694047,22.93410384309,1.63860863692889,0.0174527537406627,0.0303014352478965,0.544245701943886,3.32232237534923,6.16853704712717,0.523391475239835,0.333399379410491
0.0973479085349298,37.8637682783935,45.7167094840199,11.8012442926584,84.6070856277627,15.1848781519063,0.408694001148978,0.00210077596420987,0.0630965180982799,0.445455711270418,1.72305402336803,2.61108712083331,0.342975467672925,-0.384985884045518
0.0941315488651754,38.5038161715869,54.7346109508113,44.8435582812859,87.8870798732461,16.9227715705174,1.43954398947404,0.019077629443319,0.164040089146959,0.52831504948522,3.00480019926034,2.95951231873357,-0.361682489753816,-0.178918485465751
0.650287577157498,24.3741378421888,49.3989246564371,16.9482426655099,24.9544784940128,16.3642049223674,3.56963376985788,0.00886151511435845,0.0452210491634268,0.29991424451448,1.93754414452419,5.20480267734579,0.258416162163743,0.507478341921658
0.0123588879758577,33.8603645093381,48.4938166093279,9.78238261682228,32.6792481368725,1.42835386942338,1.40141309709676,0.0124331252415815,0.162782719046386,0.020118978978487,1.49207938232408,1.22614732677827,-0.0343153833208453,0.36386375439848
0.12829997692295,32.8835083687955,53.4674233517608,24.3564871649995,95.2041173991393,22.3579113546679,4.40385969896457,0.0104782428055954,0.181310968145259,0.104788732505846,1.68812227538933,6.06173753892014,0.223484985268825,-0.665042909750648
0.173969367740836,24.9930498705652,40.33914079939,9.42071818277346,71.5427633059231,7.85614120500145,4.66477719012704,0.019044183721888,0.165469981824513,1.19997672777993,3.33776389670408,6.30657201470019,-0.0961019680133069,-0.189095031388072
0.191034529902063,36.1958127017416,44.0870740694514,21.2891113320692,19.8180790135572,20.9553959153458,1.41100271515429,0.0174099616584761,0.107019694957773,0.128809788336292,1.10583234113218,2.54869447252697,-0.837149165062334,-0.0214203339557785
0.133675115779345,30.6556907162159,59.5901738299718,50.6826776741848,65.6759364302477,18.2096687078094,1.8997960003094,0.0146384835016773,0.135784829993284,0.352403925221124,1.98387912004527,6.00682264327766,-0.49494796809097,-0.438528596936755
0.229833365819397,22.8938030012422,48.7223244141267,34.0952858307453,9.16595208825131,15.5300868645488,4.12265030747099,0.00716820675675206,0.0466447410733997,0.374435472168182,1.98039357954877,5.09428614588008,0.222045027747369,-0.449687035754465
0.312467428384512,25.1590903275583,40.0663867290522,37.879727079344,90.0978480336786,2.15074510661517,0.587956262401763,0.013646718604636,0.122790183074515,1.19194861510727,3.16042354032588,6.23046820286344,-0.362478371838616,-0.520737120719156
0.374807192839599,37.3491480148111,45.3690562003536,46.1282299108996,57.4661178423874,7.18326458678976,1.08687730063825,0.0104467319156384,0.0746995157863413,0.169470793102813,2.81147215523684,4.50649309611356,0.0389955673867627,-0.69172421033876
0.229123779947236,28.0297223804549,55.0029540565855,31.4146529927442,51.8880145074191,6.47127523501035,1.95379016339726,0.00880298816826497,0.116000560675238,0.197337612564684,3.46301520207467,2.0043458125125,-0.855443979544083,0.0178983029604731
0.107272546509944,33.842490267266,46.7664742521714,27.7412906364363,11.6597526369461,13.6918014808925,3.85680705141791,0.00102185737189382,0.197136430179456,0.545129267598515,1.67252591462571,5.04069194141039,0.420512198329905,0.19282930155876
0.876608651088785,26.7560369665828,58.8069336545224,25.6836447069026,36.4787892298484,0.574041124808089,0.592233218891454,0.0117877925178823,0.154020122828349,0.278851093896006,2.13941080988185,4.15458409983327,-0.12584283952436,0.178778775311173
0.783252492367757,31.7926997842405,40.928451924817,13.6484228076538,22.834087721112,3.53435630774773,4.73036743668444,0.0196001482843486,0.163866652969617,0.717177263465568,1.33369073204017,6.76272637425282,0.0565674969341594,0.878320989575839
0.829644137678264,28.2127155974865,51.0572617006872,52.391038974804,93.2541822319361,23.1193875325743,4.08906944354148,0.00376853495797762,0.0544100826887927,0.40685285780137,3.20811697486818,3.86807974497733,0.0244454061648327,0.475356849416339
0.170706166237128,20.035240109794,48.0360226999774,47.1412287426986,68.2122336925352,4.48475469627965,2.91990488495337,0.0106770972904048,0.145733529955208,0.950427664935776,3.33178839688677,6.1645233674647,-0.0132648480530638,0.366028387192689
0.604477823338276,29.054172377579,53.9361052329783,40.300703781119,26.736496057284,19.9738999415668,0.17761781587411,0.0069660387007831,0.00807928006243383,0.940471396259738,3.11111915256037,5.15294790324256,-0.292626163441425,0.146539323827814
0.157457092750193,24.7297791978883,52.6350389988588,47.9645646577016,91.4007194860073,2.32555371459514,4.61350050326108,0.00256172397189534,0.139829263549017,0.0719989199095598,1.91745692754069,0.928146177073348,-0.566991974133378,0.242905828289121
