0.025746,0.026123,0.024138,0.028639,0.023309,0.026925,0.048309,0.031672,0.018953,0.031969
0.027033,0.028705,0.035758,0.042776,0.029243,0.03622,0.058588,0.036954,0.024089,0.053397
0.045361,0.097164,0.048836,0.058343,0.053689,0.082971,0.079125,0.047808,0.07223,0.08368
0.023685,0.063449,0.034612,0.043298,0.025168,0.058116,0.096863,0.048974,0.029782,0.072982
0.064981,0.24033,0.083781,0.091603,0.10376,0.14836,0.11713,0.075146,0.12863,0.15961
0.3012,0.4605,0.20405,0.23098,0.28938,0.2737,0.16425,0.21525,0.32106,0.21904
0.40343,0.51867,0.25733,0.30297,0.36569,0.32181,0.18844,0.2808,0.39312,0.23391
0.40899,0.53064,0.27977,0.33826,0.39707,0.34625,0.20016,0.29427,0.41168,0.23801
0.40927,0.53177,0.29126,0.35815,0.414,0.35957,0.2061,0.29968,0.41794,0.23848
0.35559,0.42857,0.27452,0.37696,0.41347,0.36707,0.20477,0.26306,0.33706,0.2014
0.066542,0.065697,0.087612,0.26201,0.18077,0.23784,0.14857,0.080443,0.056358,0.056846
0.047409,0.048088,0.076076,0.24687,0.14353,0.21968,0.15293,0.075424,0.042276,0.055164
0.015291,0.014762,0.03969,0.14241,0.04202,0.12274,0.13366,0.058562,0.012337,0.04015
