0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.00037599,0.00037485,0.00037634,0.00037566,0.00037573,0.00037531,0.00037611,0.00037618,0.00037565,0.00037527
0.0001001,0.0001001,0.0001001,0.0001001,0.0001001,0.0001001,0.0001001,0.0001001,0.0001001,0.0001001
0.026509,0.026769,0.022696,0.026757,0.023874,0.024989,0.040879,0.029295,0.019349,0.018517
0.026472,0.026735,0.022714,0.026754,0.023841,0.02501,0.041071,0.029347,0.019324,0.01883
0.026436,0.026704,0.022738,0.026769,0.02381,0.02504,0.041271,0.029402,0.0193,0.019176
0.026401,0.026675,0.022766,0.026799,0.023781,0.025078,0.041467,0.029456,0.019279,0.019554
0.026357,0.026636,0.022791,0.026836,0.023745,0.025125,0.04166,0.029504,0.019254,0.019939
0.026321,0.026607,0.022823,0.026879,0.023717,0.025177,0.041853,0.029557,0.019236,0.020353
0.026278,0.02657,0.022849,0.026917,0.023682,0.025228,0.042046,0.029606,0.019213,0.020778
0.026239,0.026538,0.022877,0.026953,0.023652,0.02528,0.042238,0.029657,0.019192,0.021215
0.026196,0.0265,0.022901,0.026986,0.023616,0.025323,0.042435,0.029707,0.019167,0.021672
0.02616,0.026469,0.022935,0.027031,0.023588,0.025373,0.042633,0.029762,0.019148,0.022173
0.026115,0.026429,0.022967,0.027077,0.023553,0.025421,0.042835,0.029814,0.019123,0.022695
0.026079,0.026399,0.023006,0.027129,0.023527,0.025479,0.043042,0.029872,0.019105,0.023224
0.026043,0.026368,0.023046,0.027183,0.0235,0.025535,0.043257,0.029933,0.019086,0.023742
0.026012,0.026341,0.023089,0.027242,0.023477,0.025595,0.043477,0.029999,0.01907,0.024262
0.025982,0.026315,0.023132,0.027298,0.023455,0.02565,0.043706,0.030069,0.019054,0.024779
0.025955,0.02629,0.023173,0.027352,0.023432,0.0257,0.043943,0.030143,0.019036,0.025278
0.025933,0.026271,0.023218,0.027411,0.023415,0.025754,0.044188,0.030224,0.019022,0.025756
0.025915,0.026257,0.02327,0.02748,0.023403,0.025822,0.044445,0.03031,0.019013,0.026241
0.025891,0.026236,0.023316,0.027544,0.023383,0.025889,0.044707,0.030395,0.018999,0.02669
0.025882,0.02623,0.023367,0.027614,0.023376,0.025958,0.04498,0.030493,0.018995,0.027102
0.025864,0.026215,0.023416,0.027684,0.023361,0.02603,0.045259,0.030588,0.018984,0.0275
0.025853,0.026207,0.023468,0.027758,0.023352,0.026101,0.045546,0.03069,0.018978,0.027912
0.025838,0.026193,0.023515,0.027827,0.023336,0.026163,0.045841,0.030793,0.018965,0.028262
0.025827,0.026183,0.023567,0.027904,0.023325,0.026232,0.04614,0.0309,0.018956,0.028615
0.025817,0.026174,0.023624,0.027986,0.023316,0.02631,0.046446,0.031009,0.018949,0.028989
0.025806,0.026166,0.023682,0.028071,0.023308,0.026389,0.046753,0.031119,0.018943,0.029371
0.025794,0.026154,0.023742,0.028157,0.023298,0.026469,0.047062,0.031229,0.018935,0.029735
0.025786,0.026147,0.023807,0.028248,0.023292,0.026552,0.047372,0.031341,0.018931,0.030111
0.025771,0.026134,0.023873,0.028339,0.023282,0.026635,0.047679,0.031449,0.018923,0.030485
0.025764,0.02613,0.023954,0.028444,0.023283,0.026737,0.047984,0.03156,0.018926,0.030959
0.02575,0.026119,0.024039,0.028551,0.02328,0.026844,0.048287,0.031666,0.018927,0.031469
0.025736,0.026109,0.024129,0.028662,0.02328,0.02695,0.048582,0.03177,0.018928,0.032005
0.025727,0.026104,0.024233,0.028784,0.023288,0.027069,0.048873,0.031874,0.018938,0.032613
0.025713,0.026095,0.02434,0.028907,0.023293,0.027184,0.049157,0.031973,0.018945,0.033238
0.025702,0.02609,0.024464,0.029045,0.023307,0.027312,0.049434,0.032071,0.018958,0.03394
0.02569,0.026088,0.024609,0.0292,0.023328,0.027457,0.049705,0.032166,0.018979,0.034703
